onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.026	1.8	no_response	n/a	1.0	n/a	r	TL
5.825	2.0	1-back	1.0	1.0	0.999	r	TR
7.824	2.0	1-back	0.0	1.0	0.367	g	BR
9.823	2.0	1-back	1.0	0.0	0.144	g	TL
11.823	2.0	1-back	0.0	1.0	0.325	f	TR
13.821	2.0	1-back	0.0	1.0	0.616	t	BL
15.82	2.0	1-back	0.0	1.0	0.451	v	TL
17.819	2.0	1-back	0.0	1.0	0.353	p	TR
19.818	2.0	1-back	1.0	1.0	0.564	p	BL
21.817	2.0	1-back	0.0	1.0	0.281	z	BR
23.817	2.0	1-back	0.0	1.0	0.093	s	TR
25.816	2.0	1-back	1.0	0.0	0.019	s	BL
27.815	2.0	1-back	0.0	1.0	0.278	c	TL
29.814	2.0	1-back	1.0	0.0	n/a	c	BR
31.813	2.0	1-back	0.0	1.0	0.149	l	BR
33.812	2.0	1-back	0.0	1.0	0.087	n	BL
35.811	2.0	1-back	0.0	1.0	0.199	v	TL
37.81	2.0	1-back	1.0	1.0	0.509	v	TR
39.809	2.0	1-back	0.0	0.0	n/a	z	BR
41.808	2.0	1-back	0.0	1.0	0.114	s	TL
43.807	2.0	1-back	0.0	1.0	0.361	x	TR
45.806	2.0	1-back	1.0	0.0	n/a	x	BL
47.805	2.0	1-back	1.0	0.0	n/a	x	BR
49.804	2.0	1-back	0.0	1.0	0.332	v	TR
51.803	2.0	1-back	0.0	0.0	0.254	z	TL
53.803	2.0	1-back	1.0	0.0	0.258	z	BR
55.802	2.0	1-back	0.0	1.0	0.056	f	BL
57.801	2.0	1-back	0.0	1.0	0.248	r	TR
59.8	2.0	1-back	1.0	0.0	0.247	r	BL
61.799	2.0	1-back	0.0	1.0	0.201	n	TL
63.798	2.0	1-back	0.0	1.0	0.286	l	BL
65.797	2.0	1-back	1.0	0.0	0.433	l	BR
67.796	2.0	1-back	0.0	1.0	0.419	s	TL
69.795	2.0	1-back	0.0	0.0	0.314	g	TR
71.794	2.0	1-back	0.0	1.0	0.136	c	BL
73.793	2.0	1-back	1.0	0.0	0.423	c	TR
75.792	2.0	1-back	0.0	1.0	0.249	f	BR
77.791	2.0	1-back	1.0	0.0	0.171	f	TL
79.79	2.0	1-back	0.0	1.0	0.084	t	TR
81.789	2.0	1-back	0.0	1.0	0.372	x	BL
83.789	2.0	1-back	0.0	1.0	0.362	p	TL
85.788	2.0	1-back	1.0	1.0	0.351	p	BL
87.787	2.0	1-back	0.0	0.0	n/a	n	BR
89.786	2.0	1-back	1.0	0.0	0.065	n	TL
91.785	2.0	1-back	0.0	1.0	0.34	g	BR
93.784	2.0	1-back	0.0	1.0	0.21	l	BL
95.783	2.0	1-back	0.0	1.0	0.242	t	TR
97.782	2.0	1-back	1.0	0.0	0.315	t	BR
103.829	2.0	baseline	1.0	1.0	1.067	redcross.bmp	n/a
