onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
2.027	1.8	no_response	n/a	1.0	n/a	v	TR
3.826	2.0	1-back	0.0	0.0	n/a	p	TL
5.842	2.0	1-back	0.0	1.0	1.033	z	BL
7.858	2.0	1-back	1.0	0.0	0.968	c	BL
9.874	2.0	1-back	0.0	0.0	0.499	t	TR
11.889	2.0	1-back	0.0	1.0	0.514	l	TL
13.905	2.0	1-back	1.0	0.0	1.092	c	TL
15.921	2.0	1-back	0.0	0.0	0.684	v	BL
17.937	2.0	1-back	0.0	1.0	0.821	n	BR
19.952	2.0	1-back	1.0	0.0	0.798	l	BR
21.968	2.0	1-back	0.0	0.0	0.598	v	TL
23.984	2.0	1-back	0.0	1.0	0.727	c	BR
25.999	2.0	1-back	0.0	1.0	0.722	r	TR
28.015	2.0	1-back	1.0	0.0	0.731	t	TR
30.031	2.0	1-back	0.0	1.0	0.68	n	BL
32.047	2.0	1-back	1.0	1.0	0.961	s	BL
34.062	2.0	1-back	0.0	1.0	0.4	v	TR
36.078	2.0	1-back	0.0	1.0	0.662	p	TL
38.094	2.0	1-back	1.0	0.0	0.517	c	TL
40.11	2.0	1-back	0.0	1.0	0.485	g	TR
42.125	2.0	1-back	1.0	1.0	0.651	z	TR
44.141	2.0	1-back	0.0	1.0	0.505	x	BR
46.157	2.0	1-back	0.0	1.0	0.705	g	BL
48.173	2.0	1-back	0.0	1.0	0.546	l	TL
50.188	2.0	1-back	0.0	0.0	0.951	r	BL
52.204	2.0	1-back	1.0	1.0	0.781	x	BL
54.22	2.0	1-back	0.0	1.0	0.39	f	BR
56.235	2.0	1-back	0.0	1.0	0.706	z	TR
58.251	2.0	1-back	1.0	1.0	0.986	r	TR
60.267	2.0	1-back	0.0	1.0	0.463	f	BL
62.283	2.0	1-back	1.0	1.0	0.818	n	BL
64.298	2.0	1-back	0.0	1.0	0.704	x	TR
66.314	2.0	1-back	1.0	1.0	0.615	t	TR
68.33	2.0	1-back	0.0	0.0	0.82	p	BR
70.346	2.0	1-back	1.0	1.0	0.693	x	BR
72.361	2.0	1-back	0.0	1.0	0.507	t	TL
74.377	2.0	1-back	1.0	1.0	0.721	s	TL
76.393	2.0	1-back	0.0	1.0	0.516	f	BL
78.409	2.0	1-back	0.0	1.0	0.39	l	BR
80.424	2.0	1-back	1.0	0.0	0.562	g	BR
82.44	2.0	1-back	0.0	0.0	0.545	n	TL
84.456	2.0	1-back	0.0	1.0	0.837	s	TR
86.471	2.0	1-back	0.0	1.0	1.091	p	BR
88.487	2.0	1-back	0.0	1.0	0.735	r	TL
90.503	2.0	1-back	1.0	1.0	0.869	s	TL
92.519	2.0	1-back	0.0	0.0	0.661	g	BR
94.534	2.0	1-back	1.0	1.0	0.79	z	BR
96.55	2.0	1-back	0.0	1.0	0.725	f	BL
102.614	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
104.663	2.0	baseline	1.0	0.0	n/a	redcross.bmp	n/a
106.712	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
108.761	2.0	baseline	1.0	1.0	0.721	n/a	n/a
110.81	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
112.859	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
114.908	2.0	baseline	1.0	1.0	0.391	n/a	n/a
116.957	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
119.006	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
121.055	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
123.104	2.0	baseline	1.0	1.0	0.388	n/a	n/a
125.153	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
131.201	1.8	no_response	n/a	1.0	n/a	c	BL
133.0	1.8	no_response	n/a	0.0	0.865	p	BR
