onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
195.986	2.0	1-back	0.0	1.0	0.645	c	BL
197.985	2.0	1-back	0.0	1.0	0.696	p	BR
199.984	2.0	1-back	0.0	1.0	0.91	v	TL
201.983	2.0	1-back	1.0	1.0	0.578	n	TL
203.982	2.0	1-back	0.0	1.0	0.647	s	BR
205.981	2.0	1-back	1.0	1.0	0.627	z	BR
207.98	2.0	1-back	0.0	1.0	0.855	v	BL
209.979	2.0	1-back	0.0	1.0	0.843	n	BR
211.978	2.0	1-back	0.0	1.0	0.859	t	TL
213.977	2.0	1-back	1.0	1.0	0.64	g	TL
215.976	2.0	1-back	0.0	0.0	n/a	x	TR
217.976	2.0	1-back	1.0	1.0	0.681	g	TR
219.975	2.0	1-back	0.0	1.0	0.796	c	TL
221.974	2.0	1-back	0.0	1.0	1.153	v	BL
223.973	2.0	1-back	0.0	1.0	0.652	f	BR
225.972	2.0	1-back	1.0	0.0	0.763	n	BR
232.019	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
234.068	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
236.117	2.0	baseline	1.0	1.0	0.594	redcross.bmp	n/a
238.166	2.0	baseline	1.0	1.0	0.603	redcross.bmp	n/a
240.215	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
242.264	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
244.313	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
246.362	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
248.411	2.0	baseline	1.0	1.0	0.315	redcross.bmp	n/a
250.46	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
252.509	2.0	baseline	1.0	1.0	0.353	redcross.bmp	n/a
254.558	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
