onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.025	1.8	no_response	n/a	0.0	1.286	z	TR
5.825	1.8	no_response	n/a	0.0	1.286	n	BL
7.624	2.0	2-back	0.0	1.0	0.976	g	BL
9.64	2.0	2-back	0.0	0.0	1.135	p	TR
11.655	2.0	2-back	1.0	0.0	0.802	g	TL
13.671	2.0	2-back	0.0	1.0	0.599	s	TL
15.687	2.0	2-back	0.0	1.0	0.537	f	BL
17.702	2.0	2-back	1.0	1.0	0.684	s	TR
19.718	2.0	2-back	1.0	0.0	0.59	f	TR
21.734	2.0	2-back	0.0	1.0	0.618	c	TL
23.75	2.0	2-back	0.0	1.0	0.698	x	BR
25.765	2.0	2-back	1.0	1.0	0.712	c	BL
27.781	2.0	2-back	0.0	1.0	0.551	l	TL
29.797	2.0	2-back	0.0	1.0	0.598	v	TL
31.813	2.0	2-back	0.0	1.0	0.485	p	TR
33.828	2.0	2-back	1.0	1.0	0.743	v	BR
35.844	2.0	2-back	0.0	1.0	0.597	c	TL
37.86	2.0	2-back	0.0	1.0	0.873	s	TL
39.876	2.0	2-back	0.0	1.0	0.59	t	BL
41.891	2.0	2-back	0.0	1.0	1.0	x	BR
43.907	2.0	2-back	1.0	0.0	1.032	t	TL
45.923	2.0	2-back	0.0	1.0	0.654	r	BL
47.938	2.0	2-back	0.0	1.0	1.022	n	BR
49.954	2.0	2-back	1.0	1.0	0.633	r	BR
51.97	2.0	2-back	0.0	1.0	0.647	l	TR
53.986	2.0	2-back	0.0	1.0	0.649	v	BL
56.001	2.0	2-back	1.0	0.0	0.761	l	BR
58.017	2.0	2-back	1.0	1.0	0.715	v	TR
60.033	2.0	2-back	0.0	1.0	0.595	s	BL
62.049	2.0	2-back	0.0	0.0	0.821	t	BR
64.064	2.0	2-back	0.0	1.0	0.72	c	BR
66.08	2.0	2-back	1.0	1.0	0.638	t	TR
68.096	2.0	2-back	0.0	1.0	0.55	n	TL
70.112	2.0	2-back	0.0	1.0	0.68	l	BR
72.127	2.0	2-back	1.0	1.0	0.633	n	TR
74.143	2.0	2-back	0.0	1.0	0.628	p	TL
76.159	2.0	2-back	0.0	1.0	0.615	x	BL
78.174	2.0	2-back	1.0	1.0	0.735	p	TR
80.19	2.0	2-back	0.0	1.0	0.505	f	BR
82.206	2.0	2-back	0.0	1.0	0.567	z	TL
84.222	2.0	2-back	1.0	1.0	0.422	f	TR
86.237	2.0	2-back	0.0	1.0	0.776	r	BL
88.253	2.0	2-back	0.0	1.0	0.637	x	BR
90.269	2.0	2-back	1.0	1.0	0.627	r	TR
92.285	2.0	2-back	0.0	1.0	0.643	g	BL
94.3	2.0	2-back	0.0	1.0	0.561	z	BL
96.316	2.0	2-back	1.0	1.0	0.753	g	TL
98.332	2.0	2-back	1.0	1.0	0.883	z	BR
104.395	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
106.444	2.0	baseline	1.0	1.0	0.366	redcross.bmp	n/a
108.493	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
110.542	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
112.592	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
114.641	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
116.69	2.0	baseline	1.0	1.0	0.348	redcross.bmp	n/a
118.739	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
120.788	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
122.837	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
124.886	2.0	baseline	1.0	1.0	0.413	redcross.bmp	n/a
126.935	2.0	baseline	1.0	1.0	0.506	redcross.bmp	n/a
132.983	1.8	no_response	n/a	0.0	0.966	l	TR
134.781	2.0	1-back	1.0	1.0	0.693	l	BL
136.797	2.0	1-back	0.0	1.0	0.505	s	TR
138.813	2.0	1-back	0.0	1.0	0.526	z	BL
140.829	2.0	1-back	0.0	1.0	0.58	t	TL
142.844	2.0	1-back	0.0	1.0	0.747	x	BR
144.86	2.0	1-back	1.0	1.0	0.624	x	TL
146.876	2.0	1-back	0.0	1.0	0.501	n	BL
148.892	2.0	1-back	0.0	0.0	0.818	s	TR
150.907	2.0	1-back	0.0	1.0	0.549	l	BR
152.923	2.0	1-back	1.0	1.0	0.572	l	TL
154.939	2.0	1-back	0.0	1.0	0.491	g	BR
156.955	2.0	1-back	1.0	1.0	1.019	g	TR
158.97	2.0	1-back	0.0	1.0	0.492	r	TL
160.986	2.0	1-back	1.0	1.0	0.548	r	TR
163.002	2.0	1-back	0.0	1.0	0.684	x	BL
165.017	2.0	1-back	0.0	1.0	0.659	p	TR
167.033	2.0	1-back	1.0	1.0	0.747	p	TL
169.049	2.0	1-back	0.0	1.0	0.513	c	TR
171.065	2.0	1-back	0.0	1.0	0.672	r	BL
173.08	2.0	1-back	0.0	1.0	0.614	f	TR
175.096	2.0	1-back	1.0	1.0	0.591	f	BR
177.112	2.0	1-back	1.0	1.0	0.829	f	BL
179.128	2.0	1-back	0.0	1.0	0.48	c	TL
181.143	2.0	1-back	0.0	1.0	0.58	z	BL
183.159	2.0	1-back	1.0	1.0	0.761	z	BR
185.175	2.0	1-back	0.0	1.0	0.603	v	BL
187.191	2.0	1-back	0.0	1.0	0.651	p	TL
189.206	2.0	1-back	1.0	1.0	0.84	p	TR
191.222	2.0	1-back	0.0	1.0	0.965	n	BR
193.238	2.0	1-back	0.0	1.0	0.895	s	BL
195.253	2.0	1-back	1.0	1.0	0.649	s	TL
197.269	2.0	1-back	0.0	1.0	0.434	z	TR
199.285	2.0	1-back	0.0	1.0	0.514	v	BL
201.301	2.0	1-back	0.0	1.0	0.479	t	BR
203.316	2.0	1-back	1.0	1.0	0.492	t	TL
205.332	2.0	1-back	1.0	0.0	0.644	t	BR
207.348	2.0	1-back	0.0	1.0	0.539	g	TL
209.364	2.0	1-back	0.0	1.0	0.597	x	BR
211.379	2.0	1-back	0.0	1.0	0.684	g	BL
213.395	2.0	1-back	0.0	1.0	0.538	c	TL
