onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.026	1.8	no_response	n/a	0.0	0.813	c	BL
5.825	1.8	no_response	n/a	0.0	0.863	p	BR
7.624	2.0	2-back	1.0	1.0	0.722	n	BL
9.64	2.0	2-back	0.0	1.0	0.663	x	TR
11.656	2.0	2-back	0.0	1.0	0.703	g	TL
13.672	2.0	2-back	1.0	1.0	0.708	p	TR
15.687	2.0	2-back	1.0	1.0	0.665	c	TL
17.703	2.0	2-back	0.0	1.0	0.54	x	BL
19.719	2.0	2-back	1.0	1.0	0.552	l	TL
21.735	2.0	2-back	0.0	1.0	0.28	v	TR
23.75	2.0	2-back	0.0	1.0	0.242	g	TR
25.766	2.0	2-back	0.0	1.0	0.393	t	BR
27.782	2.0	2-back	0.0	1.0	0.942	z	BL
29.797	2.0	2-back	1.0	0.0	0.231	n	BR
31.813	2.0	2-back	0.0	1.0	0.449	f	TL
33.829	2.0	2-back	0.0	1.0	0.434	n	TR
35.845	2.0	2-back	1.0	1.0	0.668	t	TL
37.86	2.0	2-back	0.0	1.0	0.378	v	BL
39.876	2.0	2-back	1.0	0.0	0.539	l	TL
41.892	2.0	2-back	0.0	1.0	0.361	r	TL
43.908	2.0	2-back	0.0	1.0	0.381	s	BR
45.923	2.0	2-back	0.0	1.0	0.054	v	BL
47.939	2.0	2-back	1.0	0.0	0.317	n	BR
49.955	2.0	2-back	0.0	1.0	0.227	p	TL
51.971	2.0	2-back	0.0	1.0	0.154	s	TR
53.986	2.0	2-back	0.0	0.0	n/a	g	BR
56.002	2.0	2-back	0.0	0.0	n/a	p	BL
58.018	2.0	2-back	1.0	0.0	n/a	f	BR
60.033	2.0	2-back	0.0	1.0	0.436	r	TR
62.049	2.0	2-back	0.0	1.0	0.418	s	BL
64.065	2.0	2-back	1.0	0.0	0.492	z	TR
66.081	2.0	2-back	1.0	0.0	0.669	x	BL
68.096	2.0	2-back	0.0	1.0	0.538	c	TL
70.112	2.0	2-back	0.0	1.0	0.735	r	TR
72.128	2.0	2-back	0.0	1.0	0.613	v	BR
74.144	2.0	2-back	0.0	1.0	0.64	l	TL
76.159	2.0	2-back	1.0	0.0	n/a	c	BR
78.175	2.0	2-back	0.0	1.0	0.283	s	TR
80.191	2.0	2-back	1.0	0.0	0.053	t	BR
82.206	2.0	2-back	0.0	1.0	0.087	r	BL
84.222	2.0	2-back	0.0	1.0	0.261	f	TL
86.238	2.0	2-back	1.0	0.0	n/a	z	BL
88.254	2.0	2-back	0.0	0.0	n/a	l	TR
90.269	2.0	2-back	0.0	0.0	n/a	x	TL
92.285	2.0	2-back	1.0	0.0	n/a	f	TR
94.301	2.0	2-back	0.0	0.0	n/a	g	BR
96.317	2.0	2-back	0.0	0.0	n/a	t	BL
98.332	2.0	2-back	1.0	0.0	n/a	z	BR
104.396	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
106.445	2.0	baseline	1.0	1.0	0.585	redcross.bmp	n/a
108.494	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
110.543	2.0	baseline	1.0	1.0	0.47	redcross.bmp	n/a
112.592	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
114.641	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
116.69	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
118.739	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
120.788	2.0	baseline	1.0	1.0	0.426	redcross.bmp	n/a
122.837	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
124.886	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
126.935	2.0	baseline	1.0	1.0	0.4	redcross.bmp	n/a
130.984	1.8	no_response	n/a	0.0	0.9	v	TR
132.783	2.0	1-back	0.0	1.0	0.678	p	TL
134.799	2.0	1-back	0.0	1.0	0.733	z	BL
136.815	2.0	1-back	1.0	1.0	0.906	c	BL
138.83	2.0	1-back	0.0	1.0	0.555	t	TR
140.846	2.0	1-back	0.0	1.0	0.764	l	TL
142.862	2.0	1-back	1.0	1.0	0.826	c	TL
144.877	2.0	1-back	0.0	1.0	0.847	v	BL
146.893	2.0	1-back	0.0	1.0	0.951	n	BR
148.909	2.0	1-back	1.0	1.0	0.859	l	BR
150.925	2.0	1-back	0.0	1.0	0.741	v	TL
152.94	2.0	1-back	0.0	1.0	0.961	c	BR
154.956	2.0	1-back	0.0	1.0	0.968	r	TR
156.972	2.0	1-back	1.0	1.0	0.977	t	TR
158.988	2.0	1-back	0.0	1.0	0.816	n	BL
161.003	2.0	1-back	1.0	1.0	0.768	s	BL
163.019	2.0	1-back	0.0	1.0	0.68	v	TR
165.035	2.0	1-back	0.0	1.0	0.809	p	TL
167.051	2.0	1-back	1.0	1.0	0.81	c	TL
169.066	2.0	1-back	0.0	1.0	0.523	g	TR
171.082	2.0	1-back	1.0	1.0	0.686	z	TR
173.098	2.0	1-back	0.0	1.0	0.549	x	BR
175.113	2.0	1-back	0.0	1.0	0.764	g	BL
177.129	2.0	1-back	0.0	1.0	0.697	l	TL
179.145	2.0	1-back	0.0	1.0	0.811	r	BL
181.161	2.0	1-back	1.0	1.0	0.831	x	BL
183.176	2.0	1-back	0.0	1.0	0.648	f	BR
185.192	2.0	1-back	0.0	1.0	0.633	z	TR
187.208	2.0	1-back	1.0	1.0	0.614	r	TR
189.224	2.0	1-back	0.0	1.0	0.564	f	BL
