onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.026	1.8	no_response	n/a	0.0	1.219	c	TR
5.825	1.8	no_response	n/a	0.0	0.955	g	BL
7.625	2.0	2-back	1.0	1.0	0.797	c	BL
9.64	2.0	2-back	0.0	1.0	1.155	p	TR
11.656	2.0	2-back	0.0	1.0	0.862	v	TL
13.672	2.0	2-back	1.0	0.0	n/a	p	TL
15.687	2.0	2-back	0.0	1.0	0.791	s	BL
17.703	2.0	2-back	0.0	1.0	0.648	x	TR
19.719	2.0	2-back	1.0	1.0	0.675	s	TR
21.735	2.0	2-back	1.0	0.0	0.706	x	TL
23.75	2.0	2-back	0.0	1.0	0.564	n	BR
25.766	2.0	2-back	0.0	1.0	0.75	f	BL
27.782	2.0	2-back	1.0	0.0	0.693	n	TL
29.798	2.0	2-back	0.0	1.0	0.836	t	TL
31.813	2.0	2-back	0.0	1.0	0.606	l	TR
33.829	2.0	2-back	0.0	1.0	0.978	r	BR
35.845	2.0	2-back	1.0	1.0	0.765	l	TL
37.86	2.0	2-back	0.0	1.0	0.846	z	TL
39.876	2.0	2-back	0.0	1.0	0.73	v	BL
41.892	2.0	2-back	0.0	1.0	0.79	t	BR
43.908	2.0	2-back	0.0	1.0	0.971	g	TL
45.923	2.0	2-back	1.0	0.0	0.749	t	BL
47.939	2.0	2-back	0.0	1.0	0.536	f	BR
49.955	2.0	2-back	0.0	1.0	0.815	r	BR
51.971	2.0	2-back	1.0	1.0	0.673	f	TR
53.986	2.0	2-back	0.0	1.0	0.542	z	BL
56.002	2.0	2-back	0.0	1.0	0.732	c	BR
58.018	2.0	2-back	0.0	1.0	0.556	g	TR
60.034	2.0	2-back	1.0	0.0	0.828	c	BL
62.049	2.0	2-back	0.0	1.0	0.561	p	BR
64.065	2.0	2-back	0.0	1.0	0.459	v	BR
66.081	2.0	2-back	1.0	0.0	0.721	p	TR
68.096	2.0	2-back	0.0	1.0	0.747	s	TL
70.112	2.0	2-back	0.0	1.0	0.689	t	BR
72.128	2.0	2-back	1.0	0.0	0.694	s	TR
74.144	2.0	2-back	0.0	1.0	0.602	r	TL
76.159	2.0	2-back	0.0	1.0	0.073	z	BL
78.175	2.0	2-back	1.0	0.0	0.291	r	TR
80.191	2.0	2-back	1.0	0.0	0.487	z	BR
82.207	2.0	2-back	0.0	1.0	0.923	n	TL
84.222	2.0	2-back	0.0	1.0	0.923	g	TR
86.238	2.0	2-back	1.0	1.0	0.872	n	BL
88.254	2.0	2-back	0.0	1.0	0.602	x	BR
90.27	2.0	2-back	0.0	1.0	0.746	v	TR
92.285	2.0	2-back	1.0	0.0	0.826	x	BL
94.301	2.0	2-back	0.0	0.0	n/a	l	BL
96.317	2.0	2-back	0.0	1.0	0.825	f	TL
98.332	2.0	2-back	1.0	0.0	n/a	l	BR
104.396	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
106.445	2.0	baseline	1.0	1.0	0.755	redcross.bmp	n/a
108.494	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
110.543	2.0	baseline	1.0	1.0	0.452	redcross.bmp	n/a
112.592	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
114.641	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
116.69	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
118.739	2.0	baseline	1.0	1.0	0.374	redcross.bmp	n/a
120.788	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
122.837	2.0	baseline	1.0	1.0	0.411	redcross.bmp	n/a
124.887	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
126.936	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
132.983	1.8	no_response	n/a	0.0	0.951	v	TR
134.782	2.0	1-back	1.0	1.0	0.85	v	BL
136.798	2.0	1-back	0.0	1.0	0.75	p	TR
138.814	2.0	1-back	0.0	1.0	0.741	g	BL
140.829	2.0	1-back	1.0	1.0	0.695	g	TL
142.845	2.0	1-back	0.0	1.0	0.842	z	BR
144.861	2.0	1-back	0.0	1.0	0.708	l	TL
146.877	2.0	1-back	0.0	1.0	0.68	t	BL
148.892	2.0	1-back	1.0	1.0	0.805	t	TR
150.908	2.0	1-back	0.0	1.0	0.751	s	BR
152.924	2.0	1-back	0.0	1.0	0.896	l	TL
154.94	2.0	1-back	0.0	1.0	0.802	x	BR
156.955	2.0	1-back	1.0	1.0	0.782	x	TR
158.971	2.0	1-back	1.0	1.0	0.916	x	TL
160.987	2.0	1-back	0.0	1.0	0.932	s	TR
163.002	2.0	1-back	1.0	1.0	0.914	s	BL
165.018	2.0	1-back	0.0	1.0	0.803	n	TR
167.034	2.0	1-back	0.0	0.0	0.817	r	TL
169.05	2.0	1-back	0.0	0.0	n/a	s	TR
171.065	2.0	1-back	0.0	1.0	0.777	t	BL
173.081	2.0	1-back	1.0	1.0	1.105	t	TR
175.097	2.0	1-back	0.0	1.0	0.781	l	BR
177.113	2.0	1-back	0.0	1.0	0.894	r	BL
179.128	2.0	1-back	0.0	1.0	0.705	f	TL
181.144	2.0	1-back	1.0	1.0	0.668	f	BL
183.16	2.0	1-back	0.0	1.0	0.749	z	BR
185.176	2.0	1-back	1.0	1.0	0.735	z	BL
187.191	2.0	1-back	0.0	1.0	0.684	c	TL
189.207	2.0	1-back	1.0	1.0	0.879	c	TR
191.223	2.0	1-back	0.0	1.0	0.576	p	BR
193.238	2.0	1-back	1.0	0.0	0.896	p	BL
195.254	2.0	1-back	0.0	1.0	0.625	n	TL
197.27	2.0	1-back	1.0	1.0	0.61	n	TR
199.286	2.0	1-back	0.0	1.0	0.71	f	BL
201.301	2.0	1-back	1.0	1.0	0.738	f	BR
203.317	2.0	1-back	0.0	1.0	0.524	l	TL
205.333	2.0	1-back	0.0	0.0	0.58	r	BR
207.349	2.0	1-back	1.0	0.0	0.427	r	TL
209.364	2.0	1-back	0.0	1.0	0.717	z	BR
211.38	2.0	1-back	0.0	1.0	0.58	n	BL
213.396	2.0	1-back	0.0	1.0	0.632	c	TL
215.411	2.0	1-back	1.0	0.0	0.52	c	TR
217.427	2.0	1-back	0.0	1.0	0.388	v	BR
219.443	2.0	1-back	1.0	1.0	0.655	v	TL
221.459	2.0	1-back	0.0	1.0	0.5	x	TR
223.474	2.0	1-back	0.0	1.0	0.536	g	BR
225.49	2.0	1-back	0.0	1.0	0.51	p	BL
227.506	2.0	1-back	0.0	1.0	0.381	g	BR
233.569	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
235.619	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
237.668	2.0	baseline	1.0	1.0	0.393	redcross.bmp	n/a
239.717	2.0	baseline	1.0	1.0	0.523	redcross.bmp	n/a
241.766	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
243.815	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
245.864	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
247.913	2.0	baseline	1.0	1.0	0.487	redcross.bmp	n/a
249.962	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
252.011	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
254.06	2.0	baseline	1.0	1.0	0.516	redcross.bmp	n/a
256.109	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
