onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.026	1.8	no_response	n/a	0.0	1.127	z	TR
5.825	1.8	no_response	n/a	0.0	0.757	n	BL
7.624	2.0	2-back	0.0	1.0	0.863	g	BL
9.64	2.0	2-back	0.0	1.0	0.881	p	TR
11.655	2.0	2-back	1.0	1.0	0.976	g	TL
13.671	2.0	2-back	0.0	1.0	0.626	s	TL
15.687	2.0	2-back	0.0	1.0	0.686	f	BL
17.702	2.0	2-back	1.0	1.0	0.75	s	TR
19.718	2.0	2-back	1.0	0.0	0.836	f	TR
21.734	2.0	2-back	0.0	1.0	0.544	c	TL
23.75	2.0	2-back	0.0	1.0	0.69	x	BR
25.765	2.0	2-back	1.0	0.0	0.794	c	BL
27.781	2.0	2-back	0.0	1.0	0.594	l	TL
29.797	2.0	2-back	0.0	1.0	0.662	v	TL
31.813	2.0	2-back	0.0	1.0	0.699	p	TR
33.828	2.0	2-back	1.0	0.0	0.631	v	BR
35.844	2.0	2-back	0.0	1.0	0.632	c	TL
37.86	2.0	2-back	0.0	1.0	0.705	s	TL
39.876	2.0	2-back	0.0	1.0	0.636	t	BL
41.891	2.0	2-back	0.0	1.0	0.482	x	BR
43.907	2.0	2-back	1.0	0.0	0.558	t	TL
45.923	2.0	2-back	0.0	1.0	0.497	r	BL
47.938	2.0	2-back	0.0	1.0	0.642	n	BR
49.954	2.0	2-back	1.0	0.0	0.498	r	BR
51.97	2.0	2-back	0.0	1.0	0.421	l	TR
53.986	2.0	2-back	0.0	1.0	0.429	v	BL
56.001	2.0	2-back	1.0	0.0	0.471	l	BR
58.017	2.0	2-back	1.0	0.0	0.379	v	TR
60.033	2.0	2-back	0.0	1.0	0.477	s	BL
62.049	2.0	2-back	0.0	1.0	0.363	t	BR
64.064	2.0	2-back	0.0	1.0	0.649	c	BR
66.08	2.0	2-back	1.0	1.0	0.592	t	TR
68.096	2.0	2-back	0.0	1.0	0.905	n	TL
70.112	2.0	2-back	0.0	0.0	0.771	l	BR
72.127	2.0	2-back	1.0	0.0	0.607	n	TR
74.143	2.0	2-back	0.0	1.0	0.565	p	TL
76.159	2.0	2-back	0.0	1.0	0.669	x	BL
78.174	2.0	2-back	1.0	0.0	0.565	p	TR
80.19	2.0	2-back	0.0	1.0	0.644	f	BR
82.206	2.0	2-back	0.0	1.0	0.502	z	TL
84.222	2.0	2-back	1.0	0.0	0.729	f	TR
86.237	2.0	2-back	0.0	1.0	1.0	r	BL
88.253	2.0	2-back	0.0	1.0	0.787	x	BR
90.269	2.0	2-back	1.0	0.0	0.846	r	TR
92.285	2.0	2-back	0.0	1.0	1.04	g	BL
94.3	2.0	2-back	0.0	1.0	1.098	z	BL
96.316	2.0	2-back	1.0	1.0	0.997	g	TL
98.332	2.0	2-back	1.0	0.0	0.733	z	BR
104.395	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
106.444	2.0	baseline	1.0	1.0	0.539	redcross.bmp	n/a
108.493	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
110.543	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
112.592	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
114.641	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
116.69	2.0	baseline	1.0	1.0	0.386	redcross.bmp	n/a
118.739	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
120.788	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
122.837	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
124.886	2.0	baseline	1.0	1.0	0.577	redcross.bmp	n/a
126.935	2.0	baseline	1.0	1.0	0.839	redcross.bmp	n/a
132.983	1.8	no_response	n/a	0.0	1.044	l	TR
134.782	2.0	1-back	1.0	1.0	0.72	l	BL
136.797	2.0	1-back	0.0	1.0	0.707	s	TR
138.813	2.0	1-back	0.0	1.0	0.758	z	BL
140.829	2.0	1-back	0.0	1.0	0.636	t	TL
142.844	2.0	1-back	0.0	1.0	0.672	x	BR
144.86	2.0	1-back	1.0	0.0	1.089	x	TL
146.876	2.0	1-back	0.0	1.0	1.051	n	BL
148.892	2.0	1-back	0.0	1.0	1.072	s	TR
150.907	2.0	1-back	0.0	1.0	0.989	l	BR
152.923	2.0	1-back	1.0	1.0	0.896	l	TL
154.939	2.0	1-back	0.0	1.0	0.933	g	BR
156.955	2.0	1-back	1.0	1.0	1.029	g	TR
158.97	2.0	1-back	0.0	1.0	0.666	r	TL
