onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
148.009	2.0	1-back	1.0	1.0	0.771	g	TR
150.008	2.0	1-back	0.0	1.0	0.635	n	TL
152.008	2.0	1-back	0.0	1.0	0.144	s	BR
154.007	2.0	1-back	0.0	1.0	0.223	x	BL
156.006	2.0	1-back	0.0	1.0	0.186	t	TL
158.005	2.0	1-back	1.0	0.0	0.29	g	TL
160.004	2.0	1-back	0.0	1.0	0.155	p	BR
162.003	2.0	1-back	0.0	1.0	0.578	c	TL
164.002	2.0	1-back	1.0	0.0	0.25	r	TL
166.001	2.0	1-back	0.0	1.0	0.177	t	BL
168.0	2.0	1-back	1.0	1.0	0.117	v	BL
169.999	2.0	1-back	0.0	1.0	0.246	g	BR
171.998	2.0	1-back	0.0	1.0	0.456	p	TL
173.997	2.0	1-back	0.0	1.0	0.433	x	BR
175.996	2.0	1-back	1.0	0.0	0.3	z	BR
177.995	2.0	1-back	0.0	1.0	0.295	l	TR
179.995	2.0	1-back	1.0	1.0	0.498	v	TR
181.994	2.0	1-back	0.0	1.0	0.248	n	BR
183.993	2.0	1-back	0.0	1.0	0.586	r	BL
185.992	2.0	1-back	1.0	1.0	0.591	s	BL
187.991	2.0	1-back	0.0	1.0	0.079	z	TR
189.99	2.0	1-back	0.0	1.0	0.585	l	TL
191.989	2.0	1-back	0.0	1.0	0.48	g	BR
193.988	2.0	1-back	1.0	1.0	0.616	f	BR
195.987	2.0	1-back	0.0	1.0	0.545	t	TR
197.986	2.0	1-back	0.0	1.0	0.598	z	TL
199.985	2.0	1-back	1.0	1.0	0.65	l	TL
201.984	2.0	1-back	0.0	1.0	0.522	f	BL
203.983	2.0	1-back	0.0	1.0	0.506	t	TR
205.983	2.0	1-back	1.0	1.0	0.654	r	TR
207.982	2.0	1-back	0.0	1.0	0.57	l	BR
209.981	2.0	1-back	1.0	1.0	0.71	z	BR
211.98	2.0	1-back	0.0	1.0	0.534	r	TR
213.979	2.0	1-back	1.0	1.0	0.706	v	TR
215.978	2.0	1-back	0.0	1.0	0.546	s	BL
217.977	2.0	1-back	1.0	1.0	0.658	f	BL
219.976	2.0	1-back	0.0	1.0	0.452	v	TL
221.975	2.0	1-back	0.0	1.0	0.854	x	BR
223.974	2.0	1-back	1.0	1.0	0.821	c	BR
225.973	2.0	1-back	0.0	1.0	0.828	s	BL
232.02	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
234.069	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
236.118	2.0	baseline	1.0	1.0	0.456	redcross.bmp	n/a
238.167	2.0	baseline	1.0	1.0	0.507	redcross.bmp	n/a
240.216	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
242.265	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
244.314	2.0	baseline	1.0	1.0	0.466	redcross.bmp	n/a
246.363	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
248.413	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
250.462	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
252.511	2.0	baseline	1.0	1.0	0.814	redcross.bmp	n/a
254.56	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
