onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.026	1.8	no_response	n/a	0.0	1.17	r	TR
5.825	1.8	no_response	n/a	0.0	0.987	p	BL
7.624	2.0	2-back	0.0	1.0	0.595	s	BL
9.623	2.0	2-back	1.0	1.0	0.752	p	TR
11.622	2.0	2-back	0.0	1.0	0.709	c	TL
13.621	2.0	2-back	0.0	0.0	0.457	g	TL
15.62	2.0	2-back	1.0	0.0	0.565	c	BL
17.619	2.0	2-back	0.0	1.0	0.501	f	TR
19.618	2.0	2-back	0.0	1.0	0.504	x	TR
21.617	2.0	2-back	0.0	1.0	0.444	z	TL
23.616	2.0	2-back	1.0	1.0	0.532	x	BR
25.615	2.0	2-back	0.0	1.0	0.297	g	BL
27.615	2.0	2-back	0.0	1.0	0.479	v	TL
29.614	2.0	2-back	1.0	0.0	0.304	g	TL
31.613	2.0	2-back	1.0	0.0	0.225	v	TR
33.612	2.0	2-back	0.0	1.0	0.522	z	BR
35.611	2.0	2-back	0.0	1.0	0.61	n	TL
37.61	2.0	2-back	1.0	1.0	0.619	z	TL
39.609	2.0	2-back	0.0	1.0	0.557	s	BL
41.608	2.0	2-back	1.0	0.0	0.553	z	BR
43.607	2.0	2-back	0.0	1.0	0.586	t	TL
45.606	2.0	2-back	0.0	0.0	0.438	f	BL
47.605	2.0	2-back	1.0	1.0	0.846	t	BR
49.604	2.0	2-back	0.0	1.0	0.404	r	BR
51.603	2.0	2-back	0.0	1.0	0.645	c	TR
53.602	2.0	2-back	1.0	0.0	0.558	r	BL
55.602	2.0	2-back	0.0	1.0	0.517	f	BR
57.601	2.0	2-back	0.0	1.0	0.313	t	TR
59.6	2.0	2-back	1.0	0.0	0.283	f	BL
61.599	2.0	2-back	0.0	1.0	0.531	c	BR
63.598	2.0	2-back	0.0	1.0	0.552	l	BR
65.597	2.0	2-back	0.0	1.0	0.434	n	TR
67.596	2.0	2-back	1.0	0.0	0.304	l	TL
69.595	2.0	2-back	0.0	1.0	0.166	s	BR
71.594	2.0	2-back	0.0	1.0	0.428	g	TR
73.593	2.0	2-back	1.0	0.0	0.375	s	TL
75.592	2.0	2-back	0.0	1.0	0.641	l	BL
77.591	2.0	2-back	0.0	1.0	0.536	r	TR
79.59	2.0	2-back	0.0	0.0	1.101	x	BR
81.589	2.0	2-back	0.0	1.0	0.829	t	TL
83.588	2.0	2-back	1.0	1.0	0.772	x	TR
85.588	2.0	2-back	0.0	1.0	0.576	n	BL
87.587	2.0	2-back	0.0	1.0	0.972	p	BR
89.586	2.0	2-back	1.0	1.0	1.116	n	TR
91.585	2.0	2-back	1.0	0.0	n/a	p	BL
93.584	2.0	2-back	0.0	0.0	n/a	v	BL
95.583	2.0	2-back	0.0	1.0	0.68	l	TL
97.582	2.0	2-back	1.0	0.0	0.658	v	BR
103.629	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
105.678	2.0	baseline	1.0	1.0	0.514	redcross.bmp	n/a
107.727	2.0	baseline	n/a	0.0	0.414	blackcross.bmp	n/a
109.776	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
111.825	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
113.874	2.0	baseline	1.0	1.0	0.589	redcross.bmp	n/a
115.923	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
117.972	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
120.021	2.0	baseline	1.0	1.0	0.326	redcross.bmp	n/a
122.07	2.0	baseline	1.0	1.0	0.552	redcross.bmp	n/a
124.119	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
126.168	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
132.216	1.8	no_response	n/a	1.0	n/a	c	TR
134.015	2.0	1-back	0.0	1.0	0.255	g	BL
136.014	2.0	1-back	0.0	1.0	0.737	p	TR
138.013	2.0	1-back	1.0	1.0	0.724	p	BL
140.012	2.0	1-back	0.0	1.0	0.893	t	TL
142.011	2.0	1-back	0.0	0.0	n/a	v	BR
144.01	2.0	1-back	1.0	0.0	n/a	v	TL
146.009	2.0	1-back	0.0	1.0	0.277	s	BL
148.008	2.0	1-back	1.0	0.0	0.19	s	TR
150.007	2.0	1-back	0.0	1.0	0.396	x	BR
152.007	2.0	1-back	0.0	1.0	0.8	n	TL
154.006	2.0	1-back	1.0	1.0	0.576	n	BR
156.005	2.0	1-back	0.0	1.0	0.593	f	TR
158.004	2.0	1-back	1.0	1.0	0.448	f	TL
160.003	2.0	1-back	0.0	0.0	n/a	l	TR
162.002	2.0	1-back	0.0	1.0	0.644	r	BL
164.001	2.0	1-back	0.0	1.0	0.68	z	TR
166.0	2.0	1-back	1.0	0.0	0.998	z	TL
167.999	2.0	1-back	0.0	1.0	0.686	c	TR
169.998	2.0	1-back	1.0	0.0	0.478	c	BL
171.997	2.0	1-back	0.0	1.0	0.558	g	TR
173.996	2.0	1-back	1.0	0.0	0.37	g	BR
175.995	2.0	1-back	0.0	0.0	n/a	x	BL
177.994	2.0	1-back	0.0	1.0	0.111	t	TL
179.993	2.0	1-back	1.0	0.0	n/a	t	BL
181.993	2.0	1-back	0.0	1.0	0.063	r	BR
183.992	2.0	1-back	0.0	0.0	n/a	p	BL
185.991	2.0	1-back	0.0	0.0	n/a	v	TL
187.99	2.0	1-back	0.0	1.0	1.082	s	TR
189.989	2.0	1-back	1.0	0.0	0.528	s	BR
191.988	2.0	1-back	0.0	1.0	0.523	x	BL
193.987	2.0	1-back	1.0	0.0	0.677	x	TL
195.986	2.0	1-back	0.0	1.0	0.687	l	TR
197.985	2.0	1-back	1.0	0.0	0.356	l	BL
199.984	2.0	1-back	0.0	1.0	0.194	n	BR
201.983	2.0	1-back	1.0	0.0	n/a	n	TL
203.982	2.0	1-back	0.0	1.0	0.729	z	BR
205.981	2.0	1-back	1.0	1.0	0.815	z	TL
207.98	2.0	1-back	0.0	1.0	0.383	c	BR
209.979	2.0	1-back	0.0	0.0	0.746	g	BL
211.979	2.0	1-back	0.0	1.0	0.856	p	TL
213.978	2.0	1-back	0.0	1.0	0.427	t	TR
215.977	2.0	1-back	0.0	1.0	0.621	v	BR
217.976	2.0	1-back	0.0	1.0	0.802	f	TL
219.975	2.0	1-back	1.0	1.0	0.911	f	TR
221.974	2.0	1-back	0.0	1.0	0.544	l	BR
223.973	2.0	1-back	0.0	1.0	0.596	r	BL
