onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.021	1.8	no_response	n/a	1.0	n/a	r	TL
5.82	1.8	no_response	n/a	1.0	n/a	p	TR
7.619	2.0	2-back	0.0	1.0	0.596	x	BL
9.632	2.0	2-back	1.0	1.0	0.886	t	TR
11.644	2.0	2-back	0.0	1.0	0.405	g	TL
13.657	2.0	2-back	0.0	0.0	0.624	n	BL
15.669	2.0	2-back	1.0	0.0	0.59	z	TL
17.682	2.0	2-back	0.0	1.0	0.606	c	TR
19.695	2.0	2-back	0.0	1.0	0.686	v	BR
21.707	2.0	2-back	0.0	0.0	0.335	n	BL
23.72	2.0	2-back	1.0	0.0	0.332	g	BR
25.732	2.0	2-back	0.0	0.0	0.417	s	TL
27.745	2.0	2-back	0.0	1.0	0.242	v	TR
29.757	2.0	2-back	1.0	1.0	0.791	l	TL
31.77	2.0	2-back	1.0	1.0	0.766	f	TR
33.782	2.0	2-back	0.0	1.0	0.567	s	BR
35.795	2.0	2-back	0.0	0.0	0.903	c	TL
37.808	2.0	2-back	0.0	1.0	0.386	r	BL
39.82	2.0	2-back	1.0	0.0	0.71	s	TL
41.833	2.0	2-back	0.0	1.0	0.612	l	BR
43.845	2.0	2-back	0.0	0.0	0.878	z	BL
45.858	2.0	2-back	1.0	0.0	0.077	x	BR
47.87	2.0	2-back	0.0	1.0	0.739	f	TL
49.883	2.0	2-back	0.0	1.0	1.026	t	TL
51.896	2.0	2-back	0.0	1.0	0.661	x	TR
53.908	2.0	2-back	1.0	1.0	0.587	r	TL
55.921	2.0	2-back	0.0	1.0	0.448	l	BR
57.933	2.0	2-back	0.0	1.0	0.63	n	BL
59.946	2.0	2-back	1.0	1.0	0.741	s	BR
61.958	2.0	2-back	0.0	1.0	0.866	f	BR
63.971	2.0	2-back	0.0	0.0	0.634	g	BL
65.983	2.0	2-back	0.0	1.0	0.41	p	TR
67.996	2.0	2-back	1.0	0.0	n/a	v	BL
70.009	2.0	2-back	0.0	1.0	0.34	t	BR
72.021	2.0	2-back	1.0	1.0	0.964	t	BL
74.034	2.0	2-back	0.0	1.0	0.441	z	TL
76.046	2.0	2-back	0.0	1.0	0.713	f	TR
78.059	2.0	2-back	1.0	1.0	0.824	p	TL
80.071	2.0	2-back	1.0	0.0	0.49	g	TR
82.084	2.0	2-back	0.0	1.0	0.443	c	BL
84.096	2.0	2-back	1.0	1.0	0.795	r	TR
86.109	2.0	2-back	0.0	1.0	0.639	p	BR
88.122	2.0	2-back	0.0	1.0	0.912	x	TL
90.134	2.0	2-back	0.0	0.0	0.715	l	TR
92.147	2.0	2-back	0.0	1.0	0.274	z	BL
94.159	2.0	2-back	0.0	1.0	0.686	c	BR
96.172	2.0	2-back	1.0	1.0	0.604	n	BL
98.184	2.0	2-back	1.0	1.0	1.109	v	BR
104.235	2.0	baseline	1.0	1.0	0.859	redcross.bmp	n/a
106.274	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
