onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.021	1.8	no_response	n/a	1.0	n/a	v	BL
5.82	1.8	no_response	n/a	1.0	n/a	c	BR
7.619	2.0	2-back	1.0	1.0	0.382	g	BL
9.618	2.0	2-back	0.0	1.0	0.611	p	TR
11.618	2.0	2-back	0.0	1.0	0.477	n	TL
13.617	2.0	2-back	1.0	1.0	0.51	x	TR
15.616	2.0	2-back	0.0	1.0	0.616	p	BL
17.615	2.0	2-back	0.0	0.0	0.949	c	TL
19.615	2.0	2-back	0.0	1.0	0.952	l	TL
21.614	2.0	2-back	0.0	1.0	0.949	v	TR
23.613	2.0	2-back	1.0	1.0	0.848	x	TL
25.612	2.0	2-back	1.0	0.0	0.455	g	TR
27.611	2.0	2-back	0.0	1.0	0.439	t	BR
29.611	2.0	2-back	0.0	1.0	0.718	z	BL
31.61	2.0	2-back	1.0	0.0	0.881	n	BR
33.609	2.0	2-back	0.0	1.0	0.578	f	TR
35.608	2.0	2-back	0.0	1.0	0.765	x	TL
37.608	2.0	2-back	0.0	1.0	0.652	n	BL
39.607	2.0	2-back	1.0	1.0	0.809	t	TL
41.606	2.0	2-back	0.0	1.0	0.408	l	BR
43.605	2.0	2-back	0.0	0.0	0.666	r	BL
45.605	2.0	2-back	1.0	0.0	0.237	f	BR
47.604	2.0	2-back	0.0	0.0	0.848	s	BR
49.603	2.0	2-back	0.0	1.0	0.481	v	TL
51.602	2.0	2-back	0.0	0.0	0.298	n	TR
53.602	2.0	2-back	1.0	0.0	0.401	p	TL
55.601	2.0	2-back	0.0	1.0	0.877	s	BL
57.6	2.0	2-back	0.0	1.0	0.683	g	BR
59.599	2.0	2-back	1.0	1.0	0.68	f	BL
61.598	2.0	2-back	0.0	1.0	0.621	r	TR
63.598	2.0	2-back	0.0	1.0	0.699	s	TL
65.597	2.0	2-back	0.0	1.0	0.654	z	BL
67.596	2.0	2-back	1.0	0.0	0.813	c	TL
69.595	2.0	2-back	0.0	1.0	0.721	r	BR
71.595	2.0	2-back	0.0	1.0	0.878	v	TR
73.594	2.0	2-back	1.0	1.0	0.55	l	BR
75.593	2.0	2-back	1.0	0.0	0.533	c	TR
77.592	2.0	2-back	0.0	1.0	0.691	s	BL
79.592	2.0	2-back	0.0	1.0	0.725	t	TL
81.591	2.0	2-back	0.0	0.0	0.752	r	TR
83.59	2.0	2-back	0.0	1.0	0.79	z	BL
85.589	2.0	2-back	1.0	0.0	1.065	l	TR
87.588	2.0	2-back	1.0	1.0	0.739	x	BL
89.588	2.0	2-back	0.0	1.0	0.509	f	BR
91.587	2.0	2-back	0.0	1.0	0.92	p	TR
93.586	2.0	2-back	1.0	0.0	0.771	g	BR
95.585	2.0	2-back	0.0	1.0	0.421	t	BL
97.585	2.0	2-back	1.0	0.0	0.799	z	BR
103.622	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
105.661	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
107.701	2.0	baseline	1.0	0.0	n/a	redcross.bmp	n/a
109.74	2.0	baseline	1.0	1.0	0.433	redcross.bmp	n/a
111.779	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
113.818	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
115.857	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
117.897	2.0	baseline	1.0	1.0	0.444	redcross.bmp	n/a
119.936	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
121.975	2.0	baseline	1.0	1.0	0.936	redcross.bmp	n/a
124.014	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
126.053	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
132.091	1.8	no_response	n/a	1.0	n/a	l	TR
133.891	2.0	1-back	1.0	1.0	0.694	x	TR
135.89	2.0	1-back	0.0	1.0	0.477	l	BL
137.889	2.0	1-back	1.0	1.0	0.652	s	BL
139.888	2.0	1-back	0.0	1.0	0.549	g	TL
141.888	2.0	1-back	0.0	1.0	0.6	r	BR
143.887	2.0	1-back	0.0	0.0	0.899	s	TL
145.886	2.0	1-back	0.0	1.0	0.443	z	BL
147.885	2.0	1-back	0.0	1.0	0.542	t	TR
149.884	2.0	1-back	1.0	1.0	0.671	x	TR
151.884	2.0	1-back	0.0	1.0	0.441	n	BR
153.883	2.0	1-back	0.0	1.0	0.523	l	TL
155.882	2.0	1-back	1.0	1.0	0.446	g	TL
157.881	2.0	1-back	0.0	1.0	0.779	r	BR
159.881	2.0	1-back	1.0	1.0	0.753	p	BR
161.88	2.0	1-back	0.0	1.0	0.658	z	TR
163.879	2.0	1-back	0.0	1.0	0.718	r	BL
165.878	2.0	1-back	1.0	1.0	0.593	x	BL
167.878	2.0	1-back	0.0	1.0	0.29	p	TR
169.877	2.0	1-back	0.0	1.0	0.277	c	BL
171.876	2.0	1-back	0.0	0.0	0.794	f	TR
173.875	2.0	1-back	1.0	1.0	0.999	l	TR
175.875	2.0	1-back	1.0	1.0	0.883	t	TR
177.874	2.0	1-back	0.0	1.0	0.571	f	TL
179.873	2.0	1-back	0.0	1.0	0.604	r	BL
181.872	2.0	1-back	1.0	1.0	0.745	s	BL
183.871	2.0	1-back	0.0	1.0	0.361	f	TR
185.871	2.0	1-back	0.0	1.0	0.43	c	BR
187.87	2.0	1-back	1.0	1.0	0.631	z	BR
189.869	2.0	1-back	0.0	1.0	0.916	v	BL
191.868	2.0	1-back	0.0	1.0	0.632	p	TL
193.868	2.0	1-back	1.0	1.0	1.01	t	TL
195.867	2.0	1-back	0.0	1.0	0.511	c	BL
197.866	2.0	1-back	0.0	1.0	0.66	p	BR
199.865	2.0	1-back	0.0	1.0	0.485	v	TL
201.865	2.0	1-back	1.0	0.0	0.528	n	TL
203.864	2.0	1-back	0.0	0.0	0.427	s	BR
205.863	2.0	1-back	1.0	1.0	0.822	z	BR
207.862	2.0	1-back	0.0	1.0	0.651	v	BL
209.861	2.0	1-back	0.0	0.0	0.801	n	BR
211.861	2.0	1-back	0.0	1.0	0.517	t	TL
213.86	2.0	1-back	1.0	1.0	0.657	g	TL
215.859	2.0	1-back	0.0	1.0	0.542	x	TR
217.858	2.0	1-back	1.0	1.0	0.635	g	TR
219.858	2.0	1-back	0.0	1.0	0.541	c	TL
221.857	2.0	1-back	0.0	1.0	0.484	v	BL
223.856	2.0	1-back	0.0	1.0	0.579	f	BR
225.855	2.0	1-back	1.0	1.0	1.135	n	BR
231.893	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
233.932	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
235.971	2.0	baseline	1.0	1.0	0.519	redcross.bmp	n/a
238.01	2.0	baseline	1.0	1.0	0.592	redcross.bmp	n/a
240.05	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
242.089	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
244.128	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
246.167	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
248.206	2.0	baseline	1.0	1.0	0.323	redcross.bmp	n/a
250.246	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
252.285	2.0	baseline	1.0	1.0	0.526	redcross.bmp	n/a
254.324	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
