onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.026	1.8	no_response	n/a	1.0	n/a	v	TR
5.825	2.0	1-back	1.0	1.0	0.673	v	BL
7.841	2.0	1-back	0.0	1.0	0.475	p	TR
9.856	2.0	1-back	0.0	1.0	0.74	g	BL
11.872	2.0	1-back	1.0	1.0	0.584	g	TL
13.888	2.0	1-back	0.0	1.0	0.515	z	BR
15.903	2.0	1-back	0.0	1.0	0.543	l	TL
17.919	2.0	1-back	0.0	1.0	0.662	t	BL
19.935	2.0	1-back	1.0	1.0	0.557	t	TR
21.951	2.0	1-back	0.0	1.0	0.411	s	BR
23.966	2.0	1-back	0.0	1.0	0.517	l	TL
25.982	2.0	1-back	0.0	1.0	0.508	x	BR
27.998	2.0	1-back	1.0	1.0	0.634	x	TR
30.014	2.0	1-back	1.0	1.0	0.586	x	TL
32.029	2.0	1-back	0.0	1.0	0.542	s	TR
34.045	2.0	1-back	1.0	1.0	0.672	s	BL
36.061	2.0	1-back	0.0	1.0	0.44	n	TR
38.076	2.0	1-back	0.0	1.0	0.607	r	TL
40.092	2.0	1-back	0.0	1.0	0.743	s	TR
42.108	2.0	1-back	0.0	1.0	0.634	t	BL
44.124	2.0	1-back	1.0	1.0	0.682	t	TR
46.139	2.0	1-back	0.0	1.0	0.576	l	BR
48.155	2.0	1-back	0.0	1.0	0.643	r	BL
50.171	2.0	1-back	0.0	1.0	0.614	f	TL
52.187	2.0	1-back	1.0	1.0	0.606	f	BL
54.202	2.0	1-back	0.0	1.0	0.523	z	BR
56.218	2.0	1-back	1.0	1.0	0.679	z	BL
58.234	2.0	1-back	0.0	1.0	0.583	c	TL
60.249	2.0	1-back	1.0	1.0	0.618	c	TR
62.265	2.0	1-back	0.0	1.0	0.513	p	BR
64.281	2.0	1-back	1.0	1.0	0.565	p	BL
66.297	2.0	1-back	0.0	1.0	0.493	n	TL
68.312	2.0	1-back	1.0	1.0	0.654	n	TR
70.328	2.0	1-back	0.0	1.0	0.452	f	BL
72.344	2.0	1-back	1.0	1.0	0.57	f	BR
74.36	2.0	1-back	0.0	1.0	0.371	l	TL
76.375	2.0	1-back	0.0	1.0	0.548	r	BR
78.391	2.0	1-back	1.0	1.0	0.615	r	TL
80.407	2.0	1-back	0.0	1.0	0.511	z	BR
82.422	2.0	1-back	0.0	1.0	0.605	n	BL
84.438	2.0	1-back	0.0	1.0	0.536	c	TL
86.454	2.0	1-back	1.0	1.0	0.634	c	TR
88.47	2.0	1-back	0.0	1.0	0.498	v	BR
90.485	2.0	1-back	1.0	1.0	0.627	v	TL
92.501	2.0	1-back	0.0	1.0	0.563	x	TR
94.517	2.0	1-back	0.0	1.0	0.473	g	BR
96.532	2.0	1-back	0.0	1.0	0.76	p	BL
98.548	2.0	1-back	0.0	1.0	0.71	g	BR
104.612	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
106.661	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
108.71	2.0	baseline	1.0	1.0	0.766	redcross.bmp	n/a
110.759	2.0	baseline	1.0	1.0	0.502	redcross.bmp	n/a
