onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.026	1.8	no_response	n/a	1.0	n/a	l	TR
5.825	2.0	1-back	1.0	1.0	0.629	x	TR
7.824	2.0	1-back	0.0	1.0	0.64	l	BL
9.823	2.0	1-back	1.0	1.0	0.518	s	BL
11.822	2.0	1-back	0.0	1.0	0.575	g	TL
13.821	2.0	1-back	0.0	1.0	0.635	r	BR
15.82	2.0	1-back	0.0	1.0	0.936	s	TL
17.819	2.0	1-back	0.0	1.0	0.709	z	BL
19.818	2.0	1-back	0.0	1.0	0.691	t	TR
21.817	2.0	1-back	1.0	1.0	0.642	x	TR
23.816	2.0	1-back	0.0	1.0	0.48	n	BR
25.815	2.0	1-back	0.0	1.0	0.739	l	TL
27.815	2.0	1-back	1.0	1.0	0.518	g	TL
29.814	2.0	1-back	0.0	1.0	0.536	r	BR
31.813	2.0	1-back	1.0	1.0	0.541	p	BR
33.812	2.0	1-back	0.0	1.0	0.505	z	TR
35.811	2.0	1-back	0.0	1.0	0.611	r	BL
37.81	2.0	1-back	1.0	1.0	0.659	x	BL
39.809	2.0	1-back	0.0	1.0	0.469	p	TR
41.808	2.0	1-back	0.0	1.0	0.89	c	BL
43.807	2.0	1-back	0.0	1.0	0.515	f	TR
45.806	2.0	1-back	1.0	1.0	0.386	l	TR
47.805	2.0	1-back	1.0	1.0	0.877	t	TR
49.804	2.0	1-back	0.0	1.0	0.537	f	TL
51.803	2.0	1-back	0.0	1.0	0.481	r	BL
53.803	2.0	1-back	1.0	1.0	0.444	s	BL
55.802	2.0	1-back	0.0	1.0	0.551	f	TR
57.801	2.0	1-back	0.0	1.0	0.632	c	BR
59.8	2.0	1-back	1.0	1.0	0.537	z	BR
61.799	2.0	1-back	0.0	1.0	0.523	v	BL
63.798	2.0	1-back	0.0	1.0	0.873	p	TL
65.797	2.0	1-back	1.0	1.0	0.53	t	TL
67.796	2.0	1-back	0.0	1.0	0.469	c	BL
69.795	2.0	1-back	0.0	1.0	0.515	p	BR
71.794	2.0	1-back	0.0	1.0	0.662	v	TL
73.793	2.0	1-back	1.0	1.0	0.444	n	TL
75.792	2.0	1-back	0.0	1.0	0.527	s	BR
77.791	2.0	1-back	1.0	1.0	0.446	z	BR
79.79	2.0	1-back	0.0	1.0	0.457	v	BL
81.79	2.0	1-back	0.0	1.0	0.526	n	BR
83.789	2.0	1-back	0.0	1.0	0.592	t	TL
85.788	2.0	1-back	1.0	1.0	0.591	g	TL
87.787	2.0	1-back	0.0	1.0	0.546	x	TR
89.786	2.0	1-back	1.0	1.0	0.424	g	TR
91.785	2.0	1-back	0.0	1.0	0.455	c	TL
93.784	2.0	1-back	0.0	1.0	0.648	v	BL
95.783	2.0	1-back	0.0	1.0	0.651	f	BR
97.782	2.0	1-back	1.0	1.0	0.634	n	BR
103.829	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
105.878	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
107.927	2.0	baseline	1.0	1.0	0.675	redcross.bmp	n/a
109.976	2.0	baseline	1.0	1.0	0.501	redcross.bmp	n/a
112.025	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
114.074	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
116.123	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
118.172	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
120.221	2.0	baseline	1.0	1.0	0.404	redcross.bmp	n/a
122.27	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
124.32	2.0	baseline	1.0	1.0	0.496	redcross.bmp	n/a
