onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.021	1.8	no_response	n/a	1.0	n/a	p	TR
5.82	2.0	1-back	0.0	1.0	1.041	f	BL
7.819	2.0	1-back	1.0	1.0	1.016	n	BL
9.819	2.0	1-back	0.0	1.0	0.659	x	TR
11.818	2.0	1-back	0.0	1.0	0.59	c	TL
13.817	2.0	1-back	1.0	1.0	0.852	p	TL
15.816	2.0	1-back	0.0	1.0	0.451	n	BL
17.815	2.0	1-back	0.0	1.0	0.557	c	TR
19.815	2.0	1-back	1.0	1.0	0.712	g	TR
21.814	2.0	1-back	0.0	1.0	0.505	n	TL
23.813	2.0	1-back	0.0	1.0	0.456	s	BR
25.812	2.0	1-back	0.0	1.0	0.718	x	BL
27.812	2.0	1-back	0.0	1.0	0.554	t	TL
29.811	2.0	1-back	1.0	1.0	0.645	g	TL
31.81	2.0	1-back	0.0	1.0	0.594	p	BR
33.809	2.0	1-back	0.0	1.0	0.795	c	TL
35.808	2.0	1-back	1.0	1.0	0.85	r	TL
37.808	2.0	1-back	0.0	1.0	0.779	t	BL
39.807	2.0	1-back	1.0	1.0	0.731	v	BL
41.806	2.0	1-back	0.0	1.0	0.683	g	BR
43.805	2.0	1-back	0.0	1.0	0.747	p	TL
45.805	2.0	1-back	0.0	1.0	0.611	x	BR
47.804	2.0	1-back	1.0	1.0	0.604	z	BR
49.803	2.0	1-back	0.0	1.0	0.707	l	TR
51.802	2.0	1-back	1.0	1.0	0.616	v	TR
53.802	2.0	1-back	0.0	1.0	0.62	n	BR
55.801	2.0	1-back	0.0	1.0	0.655	r	BL
57.8	2.0	1-back	1.0	1.0	0.753	s	BL
59.799	2.0	1-back	0.0	1.0	0.709	z	TR
61.798	2.0	1-back	0.0	1.0	0.598	l	TL
63.798	2.0	1-back	0.0	1.0	0.64	g	BR
65.797	2.0	1-back	1.0	1.0	0.681	f	BR
67.796	2.0	1-back	0.0	1.0	0.593	t	TR
69.795	2.0	1-back	0.0	1.0	0.623	z	TL
71.795	2.0	1-back	1.0	1.0	0.667	l	TL
73.794	2.0	1-back	0.0	1.0	0.599	f	BL
75.793	2.0	1-back	0.0	1.0	0.798	t	TR
77.792	2.0	1-back	1.0	1.0	0.548	r	TR
79.791	2.0	1-back	0.0	1.0	0.612	l	BR
81.791	2.0	1-back	1.0	1.0	0.666	z	BR
83.79	2.0	1-back	0.0	1.0	0.552	r	TR
85.789	2.0	1-back	1.0	1.0	0.641	v	TR
87.788	2.0	1-back	0.0	1.0	0.603	s	BL
89.788	2.0	1-back	1.0	1.0	0.452	f	BL
91.787	2.0	1-back	0.0	1.0	0.548	v	TL
93.786	2.0	1-back	0.0	1.0	0.613	x	BR
95.785	2.0	1-back	1.0	1.0	0.706	c	BR
97.784	2.0	1-back	0.0	1.0	0.667	s	BL
103.822	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
105.861	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
107.9	2.0	baseline	1.0	1.0	0.383	redcross.bmp	n/a
109.939	2.0	baseline	1.0	1.0	0.633	redcross.bmp	n/a
111.979	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
114.018	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
116.057	2.0	baseline	1.0	1.0	0.38	redcross.bmp	n/a
118.096	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
120.136	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
122.175	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
124.214	2.0	baseline	1.0	1.0	0.41	redcross.bmp	n/a
126.253	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
132.291	1.8	no_response	n/a	1.0	n/a	c	BL
134.09	1.8	no_response	n/a	1.0	n/a	l	TR
135.89	2.0	2-back	0.0	1.0	0.629	v	BR
137.889	2.0	2-back	1.0	1.0	0.547	p	TR
139.888	2.0	2-back	0.0	1.0	0.568	r	TL
141.887	2.0	2-back	0.0	1.0	0.793	t	BR
143.887	2.0	2-back	1.0	1.0	0.449	n	TL
