onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
103.629	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
105.678	2.0	baseline	1.0	1.0	0.492	redcross.bmp	n/a
107.727	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
109.776	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
111.825	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
113.874	2.0	baseline	1.0	1.0	0.392	redcross.bmp	n/a
115.923	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
117.972	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
120.021	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
122.07	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
124.12	2.0	baseline	1.0	1.0	0.486	redcross.bmp	n/a
126.169	2.0	baseline	1.0	1.0	0.778	redcross.bmp	n/a
132.216	1.8	no_response	n/a	1.0	n/a	r	TL
134.015	2.0	1-back	1.0	1.0	0.71	r	TR
136.014	2.0	1-back	0.0	1.0	0.59	g	BR
138.013	2.0	1-back	1.0	1.0	0.701	g	TL
140.012	2.0	1-back	0.0	1.0	0.535	f	TR
142.011	2.0	1-back	0.0	1.0	0.689	t	BL
144.011	2.0	1-back	0.0	1.0	0.508	v	TL
146.01	2.0	1-back	0.0	1.0	0.542	p	TR
148.009	2.0	1-back	1.0	1.0	0.765	p	BL
150.008	2.0	1-back	0.0	1.0	0.835	z	BR
152.007	2.0	1-back	0.0	1.0	0.852	s	TR
154.006	2.0	1-back	1.0	1.0	0.64	s	BL
156.005	2.0	1-back	0.0	1.0	0.667	c	TL
158.004	2.0	1-back	1.0	1.0	0.761	c	BR
160.003	2.0	1-back	0.0	1.0	0.648	l	BR
162.002	2.0	1-back	0.0	1.0	0.718	n	BL
164.001	2.0	1-back	0.0	1.0	0.68	v	TL
166.0	2.0	1-back	1.0	1.0	0.688	v	TR
167.999	2.0	1-back	0.0	1.0	0.617	z	BR
169.998	2.0	1-back	0.0	1.0	0.735	s	TL
171.997	2.0	1-back	0.0	1.0	0.723	x	TR
173.997	2.0	1-back	1.0	1.0	0.677	x	BL
175.996	2.0	1-back	1.0	1.0	0.677	x	BR
177.995	2.0	1-back	0.0	1.0	0.562	v	TR
179.994	2.0	1-back	0.0	1.0	0.567	z	TL
181.993	2.0	1-back	1.0	1.0	0.684	z	BR
183.992	2.0	1-back	0.0	1.0	0.531	f	BL
185.991	2.0	1-back	0.0	1.0	0.511	r	TR
187.99	2.0	1-back	1.0	1.0	0.567	r	BL
189.989	2.0	1-back	0.0	1.0	0.458	n	TL
191.988	2.0	1-back	0.0	1.0	0.554	l	BL
193.987	2.0	1-back	1.0	0.0	0.573	l	BR
195.986	2.0	1-back	0.0	1.0	0.457	s	TL
197.985	2.0	1-back	0.0	1.0	0.528	g	TR
199.984	2.0	1-back	0.0	1.0	0.51	c	BL
201.983	2.0	1-back	1.0	1.0	0.592	c	TR
203.983	2.0	1-back	0.0	1.0	0.534	f	BR
205.982	2.0	1-back	1.0	1.0	0.628	f	TL
207.981	2.0	1-back	0.0	1.0	0.576	t	TR
209.98	2.0	1-back	0.0	1.0	0.575	x	BL
211.979	2.0	1-back	0.0	1.0	0.625	p	TL
213.978	2.0	1-back	1.0	1.0	0.596	p	BL
215.977	2.0	1-back	0.0	1.0	0.844	n	BR
217.976	2.0	1-back	1.0	1.0	0.806	n	TL
219.975	2.0	1-back	0.0	1.0	0.597	g	BR
221.974	2.0	1-back	0.0	1.0	0.621	l	BL
223.973	2.0	1-back	0.0	1.0	0.553	t	TR
225.972	2.0	1-back	1.0	0.0	0.589	t	BR
232.019	2.0	baseline	1.0	1.0	0.564	redcross.bmp	n/a
234.068	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
236.117	2.0	baseline	1.0	1.0	0.422	redcross.bmp	n/a
238.166	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
240.215	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
242.264	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
244.313	2.0	baseline	1.0	1.0	0.523	redcross.bmp	n/a
246.362	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
248.412	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
250.461	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
252.51	2.0	baseline	1.0	1.0	0.526	redcross.bmp	n/a
254.559	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
